Supporting Information for

Toward new solvents for EDLCs: From computational
screening to electrochemical validation

C. Schiitter,* T. Husch®, M. Korth>*, A. Balducci*:<*

@ University of Minster, MEET Battery Research Centre and Institute of Physical Chemistry, Corrensstr. 28/30, 48149 Minster (D)
> Ulm University, Institute for Theoretical Chemistry, Albert-Einstein-Allee 11, 89081 Ulm (D)
© Helmholtz Institute Ulm, Karlsruhe Institute of Technology, Helmholtzstrae 11, 89081 Ulm (D)

* Corresponding author e-mail: andrea.balducci@uni-muenster.de, martin.korth@uni-ulm.de

Contents:
1. SQM data set
2. DFT data set

1. SQM data set

ID HOMO/eV LUMO/eV n/cP Tb/K Tf/K Tm/K DeltaGsolv-Li-kcal/mol DeltaGsolv-pf6-kcal/mol
N1C11531 -10.840 0.985 3.09350 574.707 377.747 10.7 -122.35398 -48.09181
N1011532 -11.118 0.979 2.87952 578.559 381.242 -2.0 -122.24150 -48.03298
N1011533 -10.758 1.012 2.67732 566.380 372.878 4.6 -122.66302 -48.14536
N1C11534 -10.849 0.965 3.14309 573.338 378.553 2.1 -122.14487 -48.05474
N1011535 -10.922 0.985 3.17894 577.197 379.354 9.0 -122.36197 -48.07374
N1011536 -11.073 1.010 2.99382 578.739 381.780 -6.4 -122.49832 -48.08067
N1011537 -10.796 1.005 2.84829 576.825 377.857 6.5 -122.58902 -48.16151
N1011538 -10.687 1.005 3.05919 580.437 382.074 0.6 -122.37459 -48.09812
N1011539 -11.032 0.998 3.20172 583.975 385.387 -4.8 -122.20979 -48.09687
N101153 -11.085 1.032 2.00380 544.245 365.064 -31.7 -122.58891 -47.91014
N1011540 -10.810 1.050 3.00886 580.530 382.461 8.3 -122.73458 -48.35746
N1011541 -10.709 1.029 3.04948 576.429 379.381 10.6 -122.99092 -48.33351
N1011542 -10.958 1.008 2.95572 572.466 377.957 11.1 -122.46441 -48.34554
N1011543 -10.830 1.036 3.19777 581.635 381.294 15.1 -123.10135 -48.46954
N1011544 -10.593 1.010 3.02850 575.810 379.032 10.9 -122.70681 -48.27908
N1011545 -10.810 1.093 3.02794 580.462 380.092 12.4 -123.17182 -48.52105
N1011546 -10.865 1.037 3.03857 577.824 381.333 7.5 -122.47814 -48.31820
N1011547 -10.518 1.002 3.36063 576.244 380.405 9.8 -122.44489 -48.39755
N1011548 -10.855 1.008 3.14405 574.187 379.631 9.7 -122.47769 -48.43928
N1011549 -10.907 0.997 3.06619 571.964 378.414 5.5 -122.37454 -48.32883
N101154 -10.976 1.001 1.88498 535.936 360.054 -21.1 -122.15780 -47.96814
N1C11550 -10.685 1.024 3.16389 584.461 382.775 13.9 -122.71179 -48.47034
N1011551 -10.583 1.013 3.01483 574.447 378.526 7.2 -122.63988 -48.38875
N1011552 -10.516 1.001 3.29882 581.090 382.996 7.9 -122.42373 -48.36363
N1011553 -10.772 1.003 3.30534 578.545 382.752 2.1 -122.35772 -48.33515
N1C11554 -10.788 0.998 3.36346 578.888 383.189 1.4 -122.31514 -48.26994
N1011555 -11.038 1.087 3.56167 593.753 391.190 4.1 -122.75552 -48.42217
N1011556 -10.711 1.011 3.54793 587.505 386.954 9.7 -122.57125 -48.33187
N1011557 -10.860 1.013 3.44431 587.693 385.361 14.0 -122.79527 -48.37628
N1011558 -10.956 1.019 3.01673 571.305 377.500 3.6 -122.74083 -48.39799
N1011559 -10.722 1.012 3.40762 583.829 384.595 5.3 -122.67706 -48.30402
N101155 -10.972 1.032 1.80270 534.561 358.779 -22.2 -122.27110 -47.99335
N1011560 -10.824 1.013 3.51380 589.191 386.392 14.0 -122.74477 -48.41707
N1011561 -10.615 1.025 3.33040 585.197 385.180 5.6 -122.80077 -48.28859
N1011562 -11.019 1.024 3.53608 587.272 387.759 -2.3 -122.65551 -48.33091
N1C11563 -10.948 1.000 3.54492 582.387 385.553 5.2 -122.32121 -48.24842
N1011564 -10.501 1.050 3.20051 580.124 381.932 10.1 -122.71592 -48.39777
N1011565 -10.877 0.999 3.56543 583.797 386.369 4.2 -122.28837 -48.26576
N1011566 -10.755 1.004 3.67267 589.188 387.093 16.2 -122.51176 -48.34782
N1011567 -10.924 1.004 3.51884 582.976 385.553 2.4 -122.35319 -48.37426
N1011568 -10.865 1.004 3.55383 584.152 386.653 4.2 -122.31300 -48.24135
N1C11569 -10.463 1.036 3.52886 587.706 386.954 7.1 -122.65101 -48.36217
N101156 -11.011 1.027 2.00366 541.783 363.933 -27.8 -122.29479 -47.96416
N1011570 -10.615 1.005 3.44505 582.386 384.089 4.6 -122.43475 -48.33768
N1011571 -10.800 1.028 3.57439 595.005 389.616 15.8 -122.63728 -48.46163
N1011572 -10.601 1.004 3.56025 588.573 387.682 4.9 -122.40556 -48.31948
N1011573 -11.093 1.027 2.02967 552.707 363.504 23.4 -122.87556 -48.08415
N1011574 -10.956 1.011 1.95389 544.184 358.653 17.3 -122.70994 -48.01390
N1011575 -10.732 0.990 2.08856 546.185 360.385 21.9 -122.62905 -48.06153
N1011576 -10.670 1.054 2.07901 550.600 361.238 25.0 -123.16174 -48.09014
N1011577 -10.832 1.056 2.11094 552.061 363.415 15.4 -122.92543 -48.15544
N1011578 -11.178 1.011 2.28943 561.923 369.856 20.2 -122.67537 -47.94340
N1011579 -11.156 1.054 2.15867 559.630 367.674 16.9 -123.08041 -48.09322
N101157 -11.059 0.996 1.73785 532.285 357.262 -22.3 -122.24657 -47.87310
N1011580 -10.856 1.050 2.21020 563.925 369.409 19.8 -122.98033 -48.03122
N1011581 -10.849 1.021 2.19346 550.071 362.003 20.4 -122.75112 -48.09902
N1011582 -10.950 1.028 2.25744 557.196 364.637 27.9 -122.77765 -48.11601
N1C11583 -10.897 1.053 2.30903 557.696 365.100 24.2 -122.99182 -48.11187
N1011584 -11.003 1.042 2.40846 567.361 373.292 19.3 -122.71599 -48.04998
N1011585 -10.937 1.032 2.28637 560.995 368.420 17.7 -122.53891 -48.00013
N1011586 -11.135 1.007 2.28053 557.609 367.550 11.5 -122.32805 -48.04935
N1011587 -11.003 1.052 2.42303 567.319 370.774 26.9 -122.85215 -48.19565
N1011588 -10.817 1.031 2.29607 561.904 368.898 12.8 -122.66583 -48.05618
N1011589 -10.916 1.021 2.43882 567.597 371.264 14.1 -122.62578 -48.14998
N101158 -10.930 1.106 1.61910 529.584 355.088 -21.2 -122.26830 -47.90246
N1011590 -11.091 1.015 2.39450 562.488 370.666 23.6 -122.53910 -47.96302
N1011591 -11.054 1.034 2.44562 564.784 372.046 24.4 -122.71059 -48.02596
N1011592 -10.857 1.066 2.34580 568.031 372.244 20.8 -123.02354 -48.06233
N1011593 -11.183 1.002 2.51664 568.697 374.624 19.7 -122.47181 -47.90422
N1011594 -10.879 1.016 2.51391 566.768 372.376 17.5 -122.48504 -47.95370
N1011595 -11.140 1.024 2.29113 561.016 369.312 18.1 -122.57310 -48.03155
N1011596 -10.895 1.054 2.44464 566.443 370.417 24.7 -122.92052 -48.16163
N1011597 -10.914 1.040 2.25564 561.252 368.348 10.5 -122.60084 -47.88501
N1011598 -10.781 1.018 2.30852 557.220 366.442 17.2 -122.53525 -48.09113
N1C11599 -10.859 0.999 2.35799 559.080 367.773 14.6 -122.35776 -48.00524
N101159 -10.968 1.090 1.65657 530.408 355.857 -26.3 -122.08944 -47.87952
N10115 -11.003 1.009 2.18139 549.775 369.298 -22.5 -121.84670 -47.86245
N1C11600 -10.762 1.041 2.43770 561.199 367.773 23.0 -122.70403 -48.06864
N1011601 -11.185 1.010 2.49322 566.880 373.394 11.1 -122.57880 -47.98946
N1011602 -10.870 1.026 2.46259 565.502 372.748 17.3 -122.30453 -48.03416
N1011603 -10.813 1.077 2.28205 562.224 368.975 16.5 -122.39742 -48.03038
N1011604 -10.962 1.055 2.49162 566.357 370.704 24.5 -122.56483 -48.08769
N1011605 -11.079 1.027 2.39092 566.728 372.748 10.3 -122.45981 -48.11202
N1C11606 -10.819 1.056 2.68184 577.018 378.526 13.0 -122.73365 -48.08591
N1C11607 -10.896 1.057 2.59504 576.959 376.786 23.9 -122.94840 -48.12351
N1C11608 -10.738 1.038 2.40736 569.035 373.292 7.2 -122.42551 -48.00041
N1011609 -11.041 1.023 2.68308 573.630 377.940 1.3 -122.26615 -48.07573
N101160 -11.170 1.059 1.76994 534.540 358.659 -27.4 -122.44168 -47.86357
N1011610 -10.773 0.936 2.35956 553.691 365.659 23.5 -122.49919 -48.17445
N1011611 -10.909 1.089 2.14697 554.225 364.726 20.5 -123.37156 -48.16239
N1011612 -10.771 1.058 2.21329 555.265 364.637 24.4 -123.39755 -48.15892
N1011613 -11.005 1.014 2.37261 561.093 369.824 18.7 -122.71738 -48.21342
N1011614 -10.748 1.023 2.24106 559.199 366.903 17.7 -123.02762 -48.23860
N1011615 -11.088 1.051 2.40108 567.953 373.444 20.4 -123.10416 -48.09427
N1011616 -11.105 1.011 2.39223 559.285 368.836 15.8 -122.82697 -48.02491
N1011617 -10.907 1.039 2.31836 562.283 368.995 18.2 -123.09460 -48.11316
N1011618 -10.732 1.043 2.35700 562.479 369.114 17.6 -123.25232 -48.14466
N1011619 -10.934 1.010 2.46465 565.556 369.945 26.1 -123.08857 -48.18563
N101161 -10.997 1.035 1.72207 529.749 355.761 -29.6 -122.29724 -47.89196
N1011620 -10.897 1.029 2.54253 569.118 372.205 19.9 -123.08291 -48.29167
N1011621 -10.892 0.941 2.48557 554.745 367.210 24.0 -122.19420 -48.08882
N1011622 -10.733 0.980 2.39164 554.666 365.442 22.5 -122.47914 -48.19810
N1011623 -10.762 1.025 2.30426 557.646 367.593 16.6 -122.45633 -48.35029
N1011624 -10.588 1.052 2.45384 565.877 371.372 18.5 -123.05083 -48.44256
N1011625 -10.979 0.946 2.70493 562.762 372.472 16.6 -122.22999 -47.99935
N1011626 -10.744 1.071 2.64611 570.593 374.624 15.2 -123.19911 -48.26927
N1011627 -11.022 1.043 2.40110 560.968 369.804 13.3 -122.81629 -48.06749
N1C11628 -10.863 0.994 2.48533 561.652 368.112 25.1 -122.70319 -48.14769
N1011629 -10.611 1.045 2.45048 564.692 370.908 12.3 -122.81707 -48.19460
N101162 -11.208 1.027 1.98219 539.757 362.642 -33.8 -122.32652 -47.84742
N1C11630 -10.701 1.048 2.66110 570.626 374.828 12.1 -122.98126 -48.33074
N1011631 -10.709 0.992 2.63393 565.173 370.774 25.8 -122.54895 -48.17292
N1011632 -10.990 1.012 2.70368 569.731 376.069 13.0 -122.46179 -48.08111
N1C11633 -10.968 1.047 2.39827 559.600 368.836 22.8 -123.28038 -48.36674
N1011634 -10.970 1.045 2.47699 562.071 370.463 20.8 -123.33787 -48.34210
N1011635 -10.882 1.066 2.43346 561.909 370.052 19.7 -123.45014 -48.40864
N1C11636 -10.606 1.071 2.37987 564.505 369.945 22.0 -123.68643 -48.43374
N1011637 -10.639 1.080 2.52385 565.608 371.264 14.7 -123.50809 -48.53190
N1011638 -10.696 1.105 2.39073 558.722 368.222 19.1 -123.53145 -48.36427
N1011639 -10.643 1.051 2.62985 573.084 375.756 18.5 -123.08302 -48.54219
N101163 -10.932 1.025 1.77213 532.663 357.725 -23.3 -122.23083 -47.92072
N1C11640 -10.984 1.008 2.59693 569.828 374.867 12.8 -122.80514 -48.56974
N1011641 -10.756 1.055 2.75291 576.517 376.769 21.9 -123.47552 -48.51876
N1011642 -10.682 1.061 2.85737 574.455 377.367 7.6 -123.32288 -48.49164
N1011643 -10.703 1.075 2.45694 563.764 371.318 22.8 -123.09037 -48.50582
N1011644 -10.663 1.122 2.49661 561.916 370.309 17.5 -123.45148 -48.63577
N1011645 -10.792 1.012 2.53844 557.690 368.775 23.5 -122.67545 -48.37197
N1011646 -10.720 1.025 2.73362 565.235 373.344 16.2 -122.82668 -48.44373
N1011647 -10.757 1.077 2.61663 565.551 372.969 18.9 -123.15492 -48.49305
N1011648 -10.938 1.098 2.60146 566.722 373.292 17.4 -123.34076 -48.47593
N1C11649 -10.584 1.098 2.49871 564.937 370.800 18.6 -123.55176 -48.55254
N101164 -11.076 1.068 1.66197 527.801 354.222 -27.7 -122.61042 -47.93574
N1011650 -10.611 1.034 2.81501 570.831 375.540 16.4 -123.02358 -48.51263
N1011651 -10.829 1.004 2.85616 561.900 372.141 21.9 -122.51772 -48.41170
N1011652 -10.742 1.011 2.78196 563.590 372.845 22.5 -122.61399 -48.38133
N1011653 -10.515 1.042 2.75105 569.285 374.290 17.8 -122.83981 -48.53195
N1011654 -10.820 1.010 2.89275 568.527 375.863 13.3 -122.55563 -48.41473
N1011655 -10.741 1.007 2.82111 567.900 375.507 13.4 -122.54021 -48.31622
N1C11656 -10.793 1.090 2.84344 576.330 376.913 21.1 -123.45414 -48.52588
N1011657 -10.782 1.009 2.83230 566.565 374.401 9.3 -122.58419 -48.46161
N1011658 -10.517 1.013 2.93417 572.163 376.851 15.4 -122.71140 -48.37867
N1011659 -10.728 1.002 3.14855 576.236 380.994 12.8 -122.40617 -48.31208
N101165 -10.964 1.021 1.84965 538.709 361.357 -26.7 -122.28986 -47.86918
N1C11660 -10.991 1.041 2.66424 568.058 374.538 23.8 -123.11109 -48.29738
N1C11661 -10.988 1.038 2.73279 568.749 375.149 18.0 -123.09521 -48.25864
N1011662 -10.619 1.056 2.82313 579.391 379.876 20.1 -123.28575 -48.44372
N1011663 -11.055 1.046 2.47771 561.344 370.052 12.0 -123.05250 -48.29077
N1011664 -10.715 1.053 2.73006 571.947 375.548 16.7 -123.36976 -48.42087
N1C11665 -10.988 1.046 3.01480 573.947 379.004 17.4 -123.05238 -48.28773
N1C11666 -10.708 1.047 2.88779 573.027 376.786 15.9 -123.23023 -48.39333
N1011667 -10.905 1.052 2.95756 580.510 379.586 18.5 -123.37388 -48.44077
N1C11668 -10.656 1.048 3.01147 580.254 381.123 13.4 -123.09763 -48.46854
N1C11669 -10.656 1.052 2.92432 582.175 380.566 19.5 -123.42012 -48.42732
N1C1166 -10.923 1.029 1.78554 533.453 358.149 -27.1 -122.30973 -47.96939
NC11670 -10.932 1.046 2.86487 577.009 379.876 5.4 -123.11758 -48.44437
N1011671 -10.768 1.019 2.59161 563.401 371.919 25.8 -122.83667 -48.38986
N1011672 -10.865 1.014 2.84631 567.678 375.391 22.2 -122.60899 -48.31911
N1011673 -10.938 1.013 3.09648 572.860 378.773 16.5 -122.59134 -48.30929
N1011674 -10.635 1.055 2.90594 577.801 379.401 17.7 -123.02484 -48.48728
N1011675 -10.887 1.028 2.84640 570.816 376.708 10.5 -122.92379 -48.35551
N1C11676 -10.639 1.014 2.93364 573.573 377.523 13.8 -122.78525 -48.40044
N1011677 -10.916 1.016 3.01919 574.782 379.812 16.3 -122.61681 -48.29204
N1011678 -10.849 1.002 3.07040 571.937 378.526 19.6 -122.42832 -48.30476
N1011679 -10.600 1.014 3.12323 579.786 381.601 15.8 -122.68747 -48.31942
N101167 -11.196 0.997 2.06847 545.111 366.049 -33.8 -122.12071 -47.84565
N1C11680 -10.856 1.005 3.11666 574.294 380.055 16.0 -122.45200 -48.24030
N1011681 -10.533 1.024 2.81864 572.900 376.786 14.2 -122.84546 -48.39383
N1011682 -10.835 1.020 3.09582 582.750 381.601 17.5 -122.94530 -48.39688
N1011683 -10.731 1.015 3.16550 583.347 382.083 18.7 -122.90127 -48.42656
N1C11684 -10.573 1.012 3.09937 575.555 379.325 15.5 -122.64524 -48.30821
N1011685 -10.936 0.998 3.29126 577.773 382.444 13.4 -122.36164 -48.23605
N1011686 -10.511 1.002 3.21030 576.814 380.276 11.8 -122.48187 -48.35890
N1011687 -11.120 0.973 2.23949 557.226 367.210 15.1 -122.71731 -47.99780
N1011688 -10.719 1.067 2.36852 564.743 370.390 15.2 -123.43798 -48.09187
N1011689 -11.115 1.063 2.54697 571.596 375.755 12.7 -123.40640 -48.13656
N101168 -10.976 1.002 1.89105 536.651 360.653 -34.0 -122.01572 -47.81534
N1011690 -10.791 1.079 2.45359 568.806 373.093 11.7 -123.26215 -47.99776
N1011691 -11.036 1.029 2.44719 565.484 372.205 12.6 -122.90907 -48.16549
N1011692 -11.017 1.091 2.50391 569.138 371.950 26.2 -123.49775 -48.17118
N1011693 -10.760 1.045 2.45891 566.569 371.770 6.2 -123.17827 -48.06846
N1011694 -11.052 0.926 2.59968 558.971 369.856 15.2 -122.21629 -48.01418
N1011695 -10.899 0.984 2.47531 559.265 369.182 16.3 -122.64518 -48.15111
N1011696 -11.001 1.018 2.28322 559.682 368.507 12.2 -122.68702 -48.18825
N1011697 -10.767 1.110 2.40179 567.906 372.046 20.8 -123.47170 -48.28058
N1011698 -11.054 1.009 2.35529 555.197 366.538 15.6 -122.65207 -48.04555
N1C11699 -10.899 0.923 2.60452 564.512 372.878 12.4 -122.23252 -48.07774
N101169 -11.076 1.007 2.12021 546.912 367.283 -36.5 -122.18814 -47.88380
N10116 -11.004 1.010 2.41530 549.802 369.895 -22.8 -122.28069 -48.16477
NC11700 -11.050 0.933 2.54003 559.959 370.079 11.5 -122.13858 -48.00088
N1C11701 -10.768 0.978 2.53993 564.613 371.471 12.8 -122.56116 -48.05960
N1011702 -11.080 0.993 2.40277 559.115 368.995 11.0 -122.51362 -47.96692
N1011703 -10.855 1.067 2.41342 567.701 372.251 14.8 -123.06382 -48.26060
N1011704 -10.836 0.999 2.49371 567.409 371.291 26.5 -122.88146 -48.10252
N1011705 -10.712 1.013 2.41337 565.658 371.372 15.1 -122.83820 -48.07024
N1011706 -10.659 1.029 2.42599 560.095 366.922 18.9 -122.91650 -48.22178
N1C11707 -10.963 0.969 2.61768 561.788 371.318 14.0 -122.63218 -48.10687
N1C11708 -10.760 0.992 2.61159 563.310 370.927 14.6 -122.68436 -48.17974
N1011709 -10.892 1.015 2.66266 568.279 372.376 26.1 -122.85636 -48.17817
N1C1170 -10.871 1.065 1.64986 527.711 354.366 -30.5 -121.98898 -47.97778
N1011710 -11.084 1.024 2.47514 566.455 372.748 10.4 -122.86923 -48.17025
N1011711 -11.164 0.942 2.80604 567.847 375.411 16.5 -122.28683 -47.98103
N1011712 -11.061 1.030 2.61252 568.471 374.560 15.8 -122.92469 -48.11137
N1011713 -11.020 0.932 2.66585 561.928 371.809 12.5 -122.24463 -47.98175
N1011714 -10.848 1.043 2.66186 575.773 377.500 18.8 -123.06077 -48.18473
N1011715 -10.890 1.039 2.59114 568.980 373.909 13.7 -122.71985 -48.00736
N1011716 -10.978 1.037 2.68837 572.098 374.560 26.4 -122.89997 -48.11559
N1011717 -11.166 1.014 2.49986 557.876 368.467 6.6 -122.52174 -48.04092
N1011718 -10.796 1.097 2.45583 569.802 373.483 18.6 -123.45785 -48.25794
N1011719 -11.052 1.004 2.60599 564.335 372.440 14.0 -122.57863 -48.01185
N101171 -10.871 1.101 1.64550 527.993 354.458 -28.4 -122.32198 -48.03362
N1011720 -10.855 0.961 2.83272 569.940 375.540 12.5 -122.28639 -48.01180
N1011721 -11.088 0.991 2.55423 563.176 371.809 11.2 -122.46519 -47.98602
N1011722 -11.044 1.026 2.47831 566.620 373.061 10.7 -122.80693 -48.15222
N1011723 -10.929 0.975 2.76989 568.662 373.108 26.1 -122.54282 -48.12850
N1011724 -10.758 1.009 2.58170 567.820 373.223 14.4 -122.73427 -48.11508
N1011725 -10.847 0.983 2.60975 563.419 371.189 11.0 -122.46860 -48.03511
N1011726 -11.001 1.035 2.68366 570.610 373.757 27.2 -122.91264 -48.12213
N1011727 -10.736 1.010 2.55751 567.161 372.748 6.8 -122.81859 -47.98400
N1011728 -11.099 1.023 2.67233 573.088 377.367 11.3 -122.83084 -48.12703
N1011729 -11.086 1.003 2.91361 569.796 376.786 11.7 -122.76387 -48.07838
N101172 -11.021 1.006 1.90554 538.154 361.440 -33.1 -121.90911 -47.87835
N1011730 -10.821 0.994 2.79341 569.825 375.149 13.5 -122.62663 -48.13376
N1011731 -10.958 1.031 2.70446 573.832 375.411 25.9 -123.01428 -48.11840
N1011732 -10.794 0.992 2.82174 568.749 374.624 13.7 -122.62082 -47.98430
N1011733 -10.828 1.027 2.77985 572.588 375.103 26.2 -122.86784 -48.16474
N1011734 -10.894 1.004 2.83101 572.680 375.540 25.9 -122.70530 -48.13392
N1011735 -11.107 1.023 2.60332 572.426 376.639 5.0 -122.78340 -48.12280
N1011736 -10.948 1.103 2.18673 556.318 366.618 7.7 -122.63093 -48.00939
N1011737 -10.722 0.995 2.49877 562.650 370.181 13.6 -122.52326 -48.17346
N1011738 -10.992 1.048 2.33500 564.261 371.061 8.0 -122.89841 -48.23811
N1C11739 -10.736 0.995 2.58740 570.103 373.201 18.4 -122.69420 -48.18994
N101173 -10.853 1.012 1.89210 537.483 361.019 -28.4 -122.04663 -47.97368
N1011740 -10.701 1.020 2.58405 564.937 371.770 6.3 -122.77230 -48.19237
N1011741 -10.917 0.994 2.70055 566.612 374.290 7.7 -122.34261 -48.06376
N1011742 -10.749 0.992 2.85327 572.040 376.639 12.4 -122.36805 -48.19294
N1011748 -10.812 0.989 2.93659 577.783 378.697 17.5 -122.48894 -48.13774
N1011744 -10.657 1.016 2.40885 563.615 370.248 4.1 -122.80439 -48.19105
N1011745 -10.773 1.005 2.71604 572.682 375.038 17.6 -122.68211 -48.20752
N1011746 -10.992 1.029 2.78020 569.616 375.954 6.4 -122.64912 -48.26317
N1011747 -10.917 0.937 2.48984 554.884 367.363 16.3 -122.16697 -48.08194
N1011748 -10.818 0.960 2.85762 567.900 375.756 11.9 -122.20176 -48.11374
N1C11749 -10.865 0.943 2.58284 558.238 369.473 8.5 -122.14817 -48.14967
N101174 -10.789 1.006 1.81975 532.364 357.892 -30.7 -122.10379 -48.00428
N1011750 -10.734 0.973 2.63130 559.446 369.114 17.7 -122.30397 -48.18526
N1C11751 -10.938 0.979 2.69404 567.523 374.721 12.1 -122.40474 -48.21657
N1011752 -10.701 0.986 2.79997 569.855 375.168 13.9 -122.42193 -48.11504
N1011753 -10.783 0.971 2.73718 563.418 371.717 15.2 -122.28872 -48.13325
N1011754 -10.760 0.981 2.71640 563.958 370.490 25.5 -122.46226 -48.15702
N1011755 -10.932 1.002 2.44169 568.428 374.179 12.3 -122.56341 -47.99202
N1011756 -10.754 0.989 2.71352 565.951 371.514 18.2 -122.54392 -48.11165
N1011757 -10.657 0.988 2.75438 567.756 373.843 12.6 -122.45890 -48.15615
N1011758 -10.738 0.998 2.76877 568.670 373.177 26.2 -122.62761 -48.20204
N1C11759 -10.646 0.969 2.60490 559.109 368.836 7.4 -122.35333 -48.10043
N101175 -10.760 1.021 1.83589 535.793 359.870 -31.9 -122.04652 -47.94103
N1C11760 -10.748 1.044 2.80480 576.818 377.423 25.7 -122.95773 -48.32793
N1011761 -10.752 1.012 2.90899 573.666 376.261 16.5 -122.64296 -48.24769
N1011762 -10.791 0.971 2.88205 567.033 374.086 17.6 -122.29943 -48.06944
N1011763 -10.729 0.975 2.83411 567.832 374.378 18.3 -122.38011 -48.03174
N1011764 -10.820 1.030 2.82108 580.637 379.569 27.6 -122.85545 -48.18076
N1011765 -10.950 0.945 2.85305 566.726 375.135 15.9 -122.12728 -48.08399
N1011766 -10.912 0.983 2.98284 571.182 375.411 27.6 -122.36766 -48.13641
N1011767 -10.953 1.014 2.69131 572.760 377.351 15.6 -122.58991 -48.12508
N1011768 -10.720 0.984 2.57583 561.911 370.248 14.0 -122.47132 -48.09525
N1C11769 -10.746 0.980 2.76234 570.561 376.593 10.5 -122.43221 -48.13601
N101176 -10.778 1.006 1.81534 531.365 357.306 -28.8 -122.04651 -47.99883
N1011770 -10.821 1.032 3.02208 583.788 381.932 28.2 -122.72980 -48.23424
N1C11771 -10.706 0.976 2.70733 564.345 372.118 9.2 -122.34630 -48.09084
N1011772 -10.787 0.974 2.68471 560.328 370.947 7.1 -122.09276 -48.17030
N1011773 -10.652 1.017 2.50669 569.683 374.009 10.2 -122.49510 -48.10388
N1011774 -10.803 1.052 2.55568 563.934 372.046 3.0 -122.70924 -48.28792
N1011775 -10.838 1.000 2.70776 570.395 376.460 8.0 -122.35450 -48.07682
N1C11776 -10.938 0.989 2.63463 562.028 371.809 11.8 -122.28008 -48.04199
N1C11777 -10.587 0.996 2.86747 576.034 378.864 11.8 -122.40266 -48.05419
N1011778 -10.648 0.993 2.94481 582.714 382.775 5.4 -122.32177 -48.09910
N1011779 -10.935 1.000 2.97369 577.239 381.242 7.5 -122.26344 -48.03166
N101177 -10.745 1.001 1.89375 537.274 361.088 -30.1 -121.83689 -48.00848
N1C11780 -10.984 1.036 2.63289 565.063 372.933 13.9 -122.81577 -48.22517
N1011781 -10.978 1.016 2.91326 568.656 375.954 9.2 -122.54644 -48.23762
N1011782 -10.676 1.075 2.60428 566.734 372.251 15.1 -123.49172 -48.41128
N1011783 -10.992 1.043 2.85437 566.589 374.290 6.1 -122.88813 -48.46782
N1011784 -10.752 1.120 2.89036 581.983 380.064 17.4 -123.68775 -48.50057
N1011785 -10.863 1.055 2.83728 572.322 377.523 18.1 -122.83117 -48.47711
N1011786 -10.786 1.015 2.68893 562.094 371.547 9.4 -122.78081 -48.29566
N1011787 -10.959 1.010 2.62165 561.288 370.854 10.6 -122.86828 -48.21130
N1011788 -10.896 1.025 2.49583 560.332 369.889 13.1 -123.03866 -48.35943
N1011789 -10.683 1.059 2.75145 575.511 377.635 14.6 -122.89014 -48.39897
N101178 -11.029 0.994 2.29247 550.101 369.895 -33.4 -121.94380 -47.91992
N1011790 -10.696 1.031 2.73013 567.630 373.483 8.7 -123.07245 -48.36041
N1011791 -10.814 1.012 2.65231 569.533 375.430 10.7 -122.47958 -48.39154
N1011792 -10.624 1.030 2.91086 572.227 376.639 9.3 -122.94938 -48.38472
N1011793 -10.874 0.998 2.95074 566.873 375.337 10.5 -122.42765 -48.31638
N1011794 -10.861 1.012 2.99566 572.284 378.431 11.8 -122.52175 -48.33808
N1011795 -10.810 1.033 2.82748 568.827 375.770 6.1 -122.49688 -48.34786
N1011796 -10.531 1.017 2.83449 566.930 373.643 6.9 -122.79094 -48.37913
N1C11797 -10.867 1.008 2.93755 569.480 376.639 6.8 -122.53621 -48.32354
N1011798 -10.664 1.010 2.96751 573.836 379.049 7.7 -122.53345 -48.34713
N1011799 -10.820 1.017 2.97452 570.601 377.136 12.3 -122.66350 -48.34412
N101179 -10.820 1.109 1.80247 532.761 357.351 -10.0 -123.33538 -48.31103
N10117 -11.009 1.011 2.40900 551.162 370.597 -23.1 -122.30467 -48.16506
N1C11800 -10.602 1.054 2.95565 577.780 379.586 16.1 -123.03334 -48.41689
N1011801 -10.642 1.025 3.14521 583.193 382.018 23.8 -122.99042 -48.42966
N1011802 -10.980 1.025 2.86393 571.244 376.961 4.7 -122.83009 -48.39533
N1C11803 -10.716 1.029 3.04065 579.388 382.047 12.5 -122.54001 -48.50011
N1011804 -10.406 1.009 3.13310 573.256 378.081 12.6 -122.59628 -48.36178
N1C11805 -10.649 1.000 3.39084 579.504 383.566 11.8 -122.27994 -48.38445
N1C11806 -10.809 1.062 2.87065 575.274 379.225 18.1 -123.02285 -48.39811
